XAUUSD_M5_2026-04-15_2026-04-16 | 421 bars | 2026-04-16 13:07 BJT
时间(BJT)|开|高|低|收
2026-04-15 00:00|4808.32|4812.98|4805.02|4811.62
2026-04-15 00:05|4811.85|4814.27|4809.03|4811.11
2026-04-15 00:10|4811.02|4811.16|4807.22|4809.63
2026-04-15 00:15|4809.62|4816.73|4807.22|4815.87
2026-04-15 00:20|4815.83|4817.42|4810.49|4816.59
2026-04-15 00:25|4816.60|4819.33|4815.34|4816.34
2026-04-15 00:30|4816.36|4820.17|4814.81|4815.64
2026-04-15 00:35|4815.59|4817.13|4813.51|4816.37
2026-04-15 00:40|4816.39|4817.99|4814.34|4815.43
2026-04-15 00:45|4815.41|4815.56|4811.05|4814.82
2026-04-15 00:50|4814.91|4818.30|4812.85|4813.86
2026-04-15 00:55|4813.87|4814.09|4809.28|4810.36
2026-04-15 01:00|4810.41|4817.28|4809.51|4815.48
2026-04-15 01:05|4815.22|4833.13|4815.07|4829.33
2026-04-15 01:10|4829.32|4833.59|4827.02|4827.06
2026-04-15 01:15|4827.08|4828.32|4825.20|4827.60
2026-04-15 01:20|4827.62|4831.38|4826.45|4831.16
2026-04-15 01:25|4831.19|4832.11|4824.89|4825.81
2026-04-15 01:30|4825.90|4834.16|4825.41|4831.75
2026-04-15 01:35|4831.92|4839.91|4830.53|4838.10
2026-04-15 01:40|4838.14|4841.27|4836.72|4837.39
2026-04-15 01:45|4837.23|4839.35|4836.28|4838.06
2026-04-15 01:50|4838.07|4839.98|4836.08|4836.57
2026-04-15 01:55|4836.80|4837.57|4834.48|4835.11
2026-04-15 02:00|4835.14|4837.36|4834.61|4837.34
2026-04-15 02:05|4837.01|4843.11|4836.18|4842.69
2026-04-15 02:10|4842.70|4843.46|4835.87|4838.83
2026-04-15 02:15|4839.02|4839.94|4835.44|4835.90
2026-04-15 02:20|4835.94|4837.34|4833.22|4835.47
2026-04-15 02:25|4835.56|4839.90|4834.44|4837.79
2026-04-15 02:30|4837.56|4838.72|4836.31|4836.59
2026-04-15 02:35|4836.60|4839.29|4836.60|4837.65
2026-04-15 02:40|4837.64|4838.47|4834.11|4834.64
2026-04-15 02:45|4834.60|4835.74|4832.99|4833.41
2026-04-15 02:50|4833.42|4834.35|4830.86|4834.09
2026-04-15 02:55|4834.13|4836.40|4833.90|4835.81
2026-04-15 03:00|4835.86|4841.68|4835.86|4841.12
2026-04-15 03:05|4841.13|4841.69|4839.63|4841.48
2026-04-15 03:10|4841.68|4842.64|4840.69|4840.97
2026-04-15 03:15|4840.99|4842.38|4838.62|4839.32
2026-04-15 03:20|4839.31|4841.98|4839.31|4839.82
2026-04-15 03:25|4840.01|4841.26|4838.50|4840.63
2026-04-15 03:30|4840.31|4843.68|4839.26|4839.90
2026-04-15 03:35|4839.89|4842.46|4838.63|4842.13
2026-04-15 03:40|4841.93|4842.76|4840.14|4841.07
2026-04-15 03:45|4841.13|4843.21|4840.05|4842.91
2026-04-15 03:50|4843.00|4844.03|4840.99|4841.06
2026-04-15 03:55|4841.40|4846.31|4840.93|4845.18
2026-04-15 04:00|4845.10|4846.37|4842.54|4843.14
2026-04-15 04:05|4843.15|4844.48|4842.34|4843.66
2026-04-15 04:10|4843.65|4843.95|4841.92|4842.91
2026-04-15 04:15|4842.92|4843.31|4839.53|4840.99
2026-04-15 04:20|4840.96|4841.68|4839.60|4841.61
2026-04-15 04:25|4841.60|4841.63|4839.62|4840.29
2026-04-15 04:30|4840.31|4841.15|4839.99|4840.27
2026-04-15 04:35|4840.14|4841.29|4839.96|4840.20
2026-04-15 04:40|4839.94|4843.04|4839.67|4842.32
2026-04-15 04:45|4842.18|4843.40|4841.32|4841.47
2026-04-15 04:50|4841.68|4842.17|4840.30|4841.84
2026-04-15 04:55|4841.93|4842.12|4840.43|4841.92
2026-04-15 06:00|4839.76|4850.38|4838.35|4849.22
2026-04-15 06:05|4849.12|4850.71|4846.00|4848.01
2026-04-15 06:10|4847.66|4848.20|4843.30|4844.99
2026-04-15 06:15|4845.02|4847.11|4837.58|4837.73
2026-04-15 06:20|4837.03|4842.71|4835.91|4842.53
2026-04-15 06:25|4842.29|4843.10|4839.91|4839.94
2026-04-15 06:30|4839.91|4843.28|4837.83|4838.95
2026-04-15 06:35|4839.19|4841.24|4838.67|4839.67
2026-04-15 06:40|4839.86|4841.72|4839.06|4840.18
2026-04-15 06:45|4840.17|4840.51|4837.79|4837.79
2026-04-15 06:50|4837.78|4838.89|4834.79|4835.93
2026-04-15 06:55|4836.21|4836.78|4833.19|4835.24
2026-04-15 07:00|4835.04|4838.32|4833.64|4837.26
2026-04-15 07:05|4837.22|4844.49|4836.97|4839.42
2026-04-15 07:10|4839.66|4840.22|4835.77|4837.09
2026-04-15 07:15|4837.08|4839.41|4835.23|4837.93
2026-04-15 07:20|4837.91|4839.06|4836.72|4838.25
2026-04-15 07:25|4838.49|4838.55|4834.83|4835.96
2026-04-15 07:30|4835.96|4841.57|4834.93|4841.09
2026-04-15 07:35|4840.89|4842.65|4838.60|4842.24
2026-04-15 07:40|4842.22|4842.48|4837.74|4842.17
2026-04-15 07:45|4842.40|4844.19|4841.11|4841.46
2026-04-15 07:50|4841.45|4842.15|4838.00|4838.97
2026-04-15 07:55|4838.93|4839.94|4836.29|4837.04
2026-04-15 08:00|4837.02|4839.07|4832.90|4838.37
2026-04-15 08:05|4838.38|4840.12|4833.99|4834.53
2026-04-15 08:10|4834.40|4835.29|4831.59|4833.75
2026-04-15 08:15|4833.74|4833.95|4828.76|4833.14
2026-04-15 08:20|4833.09|4836.04|4832.49|4835.65
2026-04-15 08:25|4835.90|4836.54|4829.04|4833.42
2026-04-15 08:30|4833.57|4833.58|4828.33|4830.55
2026-04-15 08:35|4830.53|4831.43|4827.30|4829.13
2026-04-15 08:40|4829.14|4830.43|4828.14|4830.27
2026-04-15 08:45|4830.26|4832.31|4829.15|4830.07
2026-04-15 08:50|4829.84|4831.75|4829.17|4830.80
2026-04-15 08:55|4830.86|4837.66|4830.72|4835.29
2026-04-15 09:00|4835.21|4837.81|4828.04|4834.27
2026-04-15 09:05|4834.18|4840.69|4831.56|4840.63
2026-04-15 09:10|4840.72|4852.40|4839.35|4850.08
2026-04-15 09:15|4850.03|4871.51|4848.15|4864.22
